id,date,category,description,amount,payment_method,location
926,2026-04-29,Transport,Public Transport,430.51,Bank Transfer,Dubai
32,2026-04-30,Education,Courses,4506.53,Online,Islamabad
72,2026-04-30,Shopping,Clothing,6151.28,Bank Transfer,Karachi
256,2026-04-30,Bills,Electricity,15727.83,Cash,Islamabad
930,2026-04-30,Shopping,Clothing,9792.19,Bank Transfer,Dubai
995,2026-04-30,Travel,Travel Food,1573.54,Online,Lahore
1406,2026-04-30,Health,Fitness,2853.12,Bank Transfer,Islamabad
304,2026-05-01,Bills,Internet,4984.56,Online,Lahore
876,2026-05-01,Food,Grocery,4973.48,Online,Dubai
1027,2026-05-01,Bills,Internet,5290.56,Online,Islamabad
1181,2026-05-01,Education,Books,1854.34,Cash,Rawalpindi
536,2026-05-02,Entertainment,Events,5052.84,Online,Karachi
1233,2026-05-02,Shopping,Electronics,34020.62,Online,Rawalpindi
1337,2026-05-02,Shopping,Home Supplies,4822.67,Online,Islamabad
183,2026-05-03,Travel,Travel Food,4671.96,Card,Rawalpindi
222,2026-05-03,Shopping,Clothing,7621.73,Bank Transfer,Karachi
319,2026-05-03,Travel,Flight,75982.07,Bank Transfer,Islamabad
753,2026-05-03,Travel,Travel Food,4868.84,Cash,Dubai
976,2026-05-03,Shopping,Electronics,18412.43,Bank Transfer,Dubai
840,2026-05-04,Shopping,Online Shopping,13980.46,Bank Transfer,Lahore
315,2026-05-06,Entertainment,Games,8128.46,Bank Transfer,Dubai
686,2026-05-06,Travel,Flight,63006.12,Online,Karachi
901,2026-05-06,Travel,Flight,44518.6,Bank Transfer,Dubai
1489,2026-05-06,Bills,Electricity,10796.6,Online,Lahore
529,2026-05-07,Entertainment,Movies,669.78,Cash,Islamabad
629,2026-05-07,Education,Stationery,2138.66,Online,Karachi
1001,2026-05-07,Bills,Internet,4920.14,Card,Rawalpindi
1157,2026-05-07,Travel,Travel Food,5135.23,Card,Islamabad
1276,2026-05-07,Education,Books,3937.67,Bank Transfer,Islamabad
755,2026-05-09,Entertainment,Movies,1232.15,Bank Transfer,Rawalpindi
284,2026-05-10,Entertainment,Events,5042.78,Card,Karachi
410,2026-05-10,Health,Fitness,1991.99,Online,Islamabad
1310,2026-05-10,Travel,Travel Transport,2555.79,Online,Dubai
142,2026-05-11,Health,Dental,9492.07,Online,Rawalpindi
718,2026-05-11,Entertainment,Streaming,2165.89,Online,Rawalpindi
1249,2026-05-11,Food,Coffee,660.65,Card,Islamabad
442,2026-05-12,Health,Pharmacy,946.49,Online,Karachi
827,2026-05-12,Transport,Fuel,4269.83,Online,Dubai
1182,2026-05-12,Travel,Hotel,35702.56,Cash,Lahore
25,2026-05-13,Transport,Fuel,3922.03,Online,Dubai
31,2026-05-13,Entertainment,Games,7090.67,Online,Lahore
665,2026-05-13,Travel,Travel Food,5269.79,Bank Transfer,Dubai
1493,2026-05-13,Transport,Parking,542.39,Cash,Dubai
907,2026-05-14,Transport,Parking,593.98,Card,Rawalpindi
1177,2026-05-14,Bills,Phone Bill,3112.26,Online,Islamabad
103,2026-05-15,Entertainment,Streaming,1736.95,Bank Transfer,Islamabad
149,2026-05-15,Food,Restaurant,1287.6,Bank Transfer,Lahore
605,2026-05-15,Transport,Parking,675.03,Card,Islamabad
806,2026-05-15,Transport,Public Transport,171.61,Online,Karachi
52,2026-05-16,Bills,Electricity,6536.71,Online,Islamabad
366,2026-05-16,Travel,Travel Transport,2127.78,Bank Transfer,Lahore
426,2026-05-16,Shopping,Clothing,8770.12,Cash,Islamabad
531,2026-05-16,Bills,Electricity,13828.5,Online,Lahore
1231,2026-05-16,Food,Restaurant,2034.29,Card,Karachi
1332,2026-05-16,Food,Grocery,3214.58,Online,Islamabad
1443,2026-05-16,Entertainment,Movies,1409.19,Online,Islamabad
584,2026-05-17,Health,Doctor,2933.79,Online,Karachi
829,2026-05-17,Education,Courses,2826.88,Bank Transfer,Islamabad
844,2026-05-17,Health,Fitness,5293.03,Online,Rawalpindi
1224,2026-05-17,Education,Courses,5219.23,Cash,Rawalpindi
1464,2026-05-17,Transport,Public Transport,474.92,Bank Transfer,Dubai
186,2026-05-18,Travel,Hotel,37881.05,Bank Transfer,Dubai
1452,2026-05-18,Health,Dental,10148.75,Cash,Karachi
764,2026-05-19,Entertainment,Streaming,647.39,Card,Dubai
1084,2026-05-19,Education,Courses,6983.71,Online,Rawalpindi
171,2026-05-20,Transport,Ride Share,864.09,Cash,Rawalpindi
1152,2026-05-20,Transport,Fuel,3895.55,Card,Lahore
17,2026-05-21,Transport,Ride Share,1804.28,Cash,Lahore
274,2026-05-21,Food,Fast Food,1225.01,Bank Transfer,Rawalpindi
595,2026-05-21,Shopping,Clothing,11426.02,Card,Karachi
1344,2026-05-21,Education,Books,7564.47,Card,Karachi
1136,2026-05-22,Education,Courses,8162.06,Cash,Dubai
428,2026-05-23,Transport,Ride Share,902.53,Bank Transfer,Dubai
999,2026-05-23,Entertainment,Movies,1372.37,Card,Rawalpindi
1477,2026-05-23,Education,Courses,7572.79,Card,Islamabad
160,2026-05-24,Bills,Internet,4606.47,Bank Transfer,Lahore
497,2026-05-24,Food,Coffee,698.54,Cash,Islamabad
1096,2026-05-24,Health,Doctor,5260.46,Bank Transfer,Rawalpindi
259,2026-05-25,Health,Dental,12999.92,Online,Karachi
870,2026-05-25,Travel,Flight,89611.22,Cash,Islamabad
923,2026-05-26,Entertainment,Streaming,1197.39,Bank Transfer,Karachi
1155,2026-05-26,Transport,Public Transport,159.68,Card,Rawalpindi
1103,2026-05-27,Entertainment,Events,4834.62,Online,Dubai
1505,2026-05-27,Travel,Hotel,145000.0,Card,Dubai
21,2026-05-28,Shopping,Clothing,12962.05,Bank Transfer,Dubai
1395,2026-05-28,Education,Stationery,1730.71,Card,Karachi
164,2026-05-29,Bills,Internet,3707.07,Online,Islamabad
237,2026-05-30,Education,Courses,13282.73,Cash,Islamabad
537,2026-05-30,Shopping,Clothing,14846.1,Online,Lahore
655,2026-05-30,Transport,Public Transport,525.8,Bank Transfer,Dubai
810,2026-05-30,Entertainment,Games,2308.29,Online,Rawalpindi
184,2026-05-31,Entertainment,Movies,1613.69,Bank Transfer,Rawalpindi
695,2026-05-31,Transport,Ride Share,1156.76,Cash,Dubai
223,2026-06-01,Shopping,Clothing,5845.75,Online,Rawalpindi
586,2026-06-01,Shopping,Clothing,6857.26,Card,Rawalpindi
811,2026-06-01,Transport,Fuel,5203.48,Online,Lahore
1081,2026-06-01,Bills,Phone Bill,3518.52,Card,Karachi
1345,2026-06-01,Health,Fitness,3227.5,Bank Transfer,Lahore
1381,2026-06-02,Education,Courses,13332.67,Online,Karachi
461,2026-06-03,Bills,Utilities,5235.64,Online,Karachi
874,2026-06-03,Health,Pharmacy,1317.64,Bank Transfer,Islamabad
884,2026-06-03,Food,Coffee,925.33,Cash,Lahore
1346,2026-06-03,Food,Coffee,240.82,Online,Rawalpindi
68,2026-06-04,Bills,Utilities,4686.48,Bank Transfer,Dubai
195,2026-06-04,Entertainment,Games,6531.44,Cash,Karachi
1189,2026-06-04,Entertainment,Streaming,2025.24,Online,Lahore
1216,2026-06-04,Health,Pharmacy,958.97,Card,Rawalpindi
1377,2026-06-04,Transport,Parking,921.53,Bank Transfer,Lahore
273,2026-06-05,Entertainment,Movies,2293.07,Cash,Lahore
1307,2026-06-05,Travel,Flight,73473.62,Online,Dubai
63,2026-06-06,Education,Stationery,2393.43,Card,Islamabad
337,2026-06-07,Travel,Hotel,21770.66,Online,Rawalpindi
634,2026-06-08,Bills,Electricity,19938.52,Online,Rawalpindi
1076,2026-06-08,Bills,Internet,5160.82,Card,Karachi
1367,2026-06-08,Entertainment,Movies,1010.41,Card,Islamabad
1458,2026-06-08,Shopping,Online Shopping,16326.02,Bank Transfer,Rawalpindi
688,2026-06-09,Food,Grocery,1938.9,Bank Transfer,Lahore
1315,2026-06-09,Health,Fitness,3228.24,Online,Rawalpindi
240,2026-06-10,Shopping,Online Shopping,4678.03,Cash,Rawalpindi
264,2026-06-10,Shopping,Clothing,4799.1,Online,Karachi
717,2026-06-10,Bills,Phone Bill,3123.06,Online,Dubai
1059,2026-06-10,Food,Coffee,341.6,Bank Transfer,Karachi
1170,2026-06-10,Transport,Parking,654.87,Online,Dubai
1185,2026-06-10,Travel,Flight,72376.86,Card,Rawalpindi
1467,2026-06-10,Shopping,Electronics,18389.92,Bank Transfer,Karachi
438,2026-06-12,Bills,Phone Bill,2493.63,Online,Islamabad
985,2026-06-12,Transport,Ride Share,1895.33,Online,Dubai
1093,2026-06-12,Education,Stationery,319.19,Online,Dubai
1102,2026-06-12,Travel,Flight,89251.94,Cash,Dubai
551,2026-06-13,Health,Pharmacy,2632.63,Cash,Karachi
886,2026-06-13,Shopping,Electronics,45710.43,Online,Rawalpindi
467,2026-06-14,Bills,Internet,3973.76,Bank Transfer,Karachi
647,2026-06-14,Health,Fitness,3352.81,Bank Transfer,Lahore
689,2026-06-14,Education,Books,5781.81,Bank Transfer,Karachi
269,2026-06-15,Education,Books,2530.51,Bank Transfer,Rawalpindi
279,2026-06-15,Shopping,Home Supplies,2539.82,Bank Transfer,Lahore
1051,2026-06-15,Bills,Phone Bill,3403.71,Online,Islamabad
300,2026-06-16,Travel,Flight,64093.79,Cash,Islamabad
794,2026-06-16,Transport,Ride Share,1521.37,Online,Lahore
847,2026-06-16,Education,Books,3767.61,Card,Lahore
1309,2026-06-16,Travel,Flight,46628.56,Bank Transfer,Dubai
541,2026-06-17,Travel,Hotel,32358.88,Online,Karachi
1080,2026-06-17,Travel,Travel Transport,2283.37,Online,Rawalpindi
1213,2026-06-17,Bills,Internet,3225.46,Bank Transfer,Dubai
1219,2026-06-17,Entertainment,Movies,1108.67,Cash,Islamabad
80,2026-06-18,Travel,Flight,44114.98,Card,Islamabad
709,2026-06-18,Bills,Electricity,20650.64,Cash,Rawalpindi
747,2026-06-18,Travel,Travel Transport,2123.35,Card,Lahore
100,2026-06-19,Bills,Utilities,5482.46,Bank Transfer,Islamabad
887,2026-06-19,Transport,Ride Share,950.45,Card,Dubai
1238,2026-06-19,Entertainment,Events,6622.2,Card,Karachi
607,2026-06-20,Transport,Parking,858.42,Cash,Rawalpindi
630,2026-06-20,Transport,Ride Share,1031.14,Card,Karachi
700,2026-06-20,Transport,Ride Share,1024.23,Cash,Islamabad
788,2026-06-20,Transport,Ride Share,1742.16,Cash,Lahore
1169,2026-06-20,Education,Stationery,1383.65,Card,Karachi
1228,2026-06-20,Shopping,Clothing,6900.23,Bank Transfer,Islamabad
224,2026-06-21,Shopping,Home Supplies,3616.26,Bank Transfer,Rawalpindi
305,2026-06-21,Education,Courses,13370.81,Cash,Karachi
583,2026-06-21,Health,Fitness,5295.97,Cash,Islamabad
750,2026-06-21,Transport,Ride Share,896.39,Cash,Karachi
815,2026-06-21,Entertainment,Games,2557.98,Online,Islamabad
110,2026-06-22,Bills,Electricity,17362.88,Bank Transfer,Lahore
1398,2026-06-22,Education,Stationery,1728.59,Cash,Lahore
250,2026-06-23,Food,Coffee,882.9,Card,Rawalpindi
276,2026-06-23,Education,Education Fees,33950.98,Card,Lahore
229,2026-06-24,Transport,Parking,726.65,Card,Islamabad
1167,2026-06-24,Transport,Public Transport,366.86,Card,Rawalpindi
1433,2026-06-25,Bills,Phone Bill,3129.77,Cash,Dubai
1475,2026-06-25,Food,Coffee,1032.48,Cash,Lahore
49,2026-06-26,Food,Fast Food,2001.25,Card,Lahore
868,2026-06-26,Transport,Parking,920.56,Bank Transfer,Rawalpindi
697,2026-06-27,Education,Courses,16104.6,Online,Rawalpindi
1018,2026-06-27,Travel,Travel Transport,2691.08,Cash,Islamabad
42,2026-06-28,Shopping,Clothing,15227.25,Card,Lahore
188,2026-06-28,Bills,Utilities,5735.07,Online,Karachi
200,2026-06-28,Entertainment,Events,5951.62,Bank Transfer,Lahore
762,2026-06-29,Bills,Utilities,3909.06,Card,Lahore
911,2026-06-29,Bills,Utilities,6475.88,Online,Lahore
1011,2026-06-29,Bills,Utilities,6514.67,Card,Lahore
1239,2026-06-29,Shopping,Clothing,6078.25,Cash,Lahore
1117,2026-07-01,Health,Pharmacy,2001.35,Online,Rawalpindi
1218,2026-07-01,Entertainment,Streaming,1079.33,Cash,Rawalpindi
440,2026-07-02,Education,Courses,17197.54,Cash,Rawalpindi
880,2026-07-02,Shopping,Online Shopping,6343.13,Card,Islamabad
1121,2026-07-02,Entertainment,Events,5710.28,Online,Islamabad
1419,2026-07-02,Travel,Hotel,32734.37,Bank Transfer,Lahore
702,2026-07-03,Education,Stationery,1466.98,Online,Lahore
958,2026-07-03,Health,Dental,11145.51,Online,Karachi
167,2026-07-04,Transport,Parking,623.47,Bank Transfer,Dubai
462,2026-07-04,Shopping,Home Supplies,1953.44,Card,Dubai
1364,2026-07-04,Shopping,Home Supplies,8368.46,Bank Transfer,Rawalpindi
47,2026-07-05,Entertainment,Streaming,885.16,Bank Transfer,Karachi
354,2026-07-05,Travel,Flight,85417.75,Bank Transfer,Lahore
1383,2026-07-05,Shopping,Electronics,23667.25,Online,Islamabad
742,2026-07-06,Shopping,Home Supplies,3526.59,Online,Rawalpindi
1092,2026-07-06,Health,Pharmacy,2448.83,Online,Dubai
232,2026-07-07,Food,Fast Food,1828.77,Cash,Dubai
696,2026-07-07,Food,Coffee,584.04,Bank Transfer,Karachi
37,2026-07-08,Food,Restaurant,3505.31,Cash,Lahore
180,2026-07-08,Bills,Internet,3289.48,Card,Lahore
729,2026-07-08,Food,Fast Food,1013.43,Cash,Rawalpindi
1416,2026-07-08,Entertainment,Games,3677.76,Card,Karachi
340,2026-07-09,Food,Restaurant,4068.41,Online,Karachi
834,2026-07-09,Entertainment,Games,4241.13,Cash,Rawalpindi
1289,2026-07-09,Shopping,Electronics,32412.82,Bank Transfer,Islamabad
508,2026-07-10,Bills,Internet,4274.3,Card,Karachi
643,2026-07-11,Education,Books,2866.85,Cash,Islamabad
502,2026-07-12,Travel,Travel Food,7743.3,Bank Transfer,Rawalpindi
680,2026-07-12,Shopping,Online Shopping,12915.65,Bank Transfer,Dubai
2,2026-07-13,Transport,Parking,322.64,Card,Lahore
822,2026-07-14,Bills,Utilities,6529.81,Cash,Karachi
851,2026-07-14,Shopping,Online Shopping,9274.89,Online,Karachi
861,2026-07-15,Bills,Internet,3026.66,Cash,Karachi
732,2026-07-16,Bills,Internet,3735.94,Bank Transfer,Islamabad
759,2026-07-16,Health,Doctor,4142.73,Online,Rawalpindi
1415,2026-07-16,Travel,Flight,91324.07,Card,Rawalpindi
134,2026-07-17,Shopping,Home Supplies,3957.55,Online,Karachi
714,2026-07-17,Bills,Phone Bill,2258.27,Bank Transfer,Lahore
492,2026-07-18,Entertainment,Movies,1255.28,Cash,Karachi
706,2026-07-18,Food,Grocery,4373.1,Card,Karachi
797,2026-07-18,Education,Stationery,1559.96,Online,Islamabad
1455,2026-07-18,Bills,Phone Bill,2331.32,Cash,Rawalpindi
139,2026-07-19,Shopping,Online Shopping,6390.72,Cash,Karachi
275,2026-07-19,Shopping,Clothing,3738.74,Online,Rawalpindi
278,2026-07-19,Shopping,Electronics,30785.32,Card,Karachi
8,2026-07-20,Bills,Phone Bill,2793.44,Card,Karachi
1120,2026-07-20,Education,Stationery,1521.41,Bank Transfer,Karachi
296,2026-07-21,Bills,Electricity,10376.55,Online,Dubai
994,2026-07-21,Entertainment,Movies,1198.34,Online,Lahore
178,2026-07-22,Entertainment,Games,7964.31,Cash,Islamabad
221,2026-07-22,Food,Coffee,931.31,Cash,Islamabad
722,2026-07-22,Shopping,Online Shopping,7990.8,Cash,Dubai
783,2026-07-22,Shopping,Clothing,8413.22,Online,Islamabad
1040,2026-07-22,Travel,Hotel,33926.46,Bank Transfer,Dubai
1070,2026-07-22,Education,Stationery,2698.24,Online,Lahore
1250,2026-07-22,Transport,Fuel,6901.71,Cash,Islamabad
105,2026-07-23,Entertainment,Events,7931.04,Online,Rawalpindi
352,2026-07-24,Travel,Hotel,43643.83,Online,Dubai
903,2026-07-24,Transport,Public Transport,393.99,Online,Dubai
77,2026-07-25,Entertainment,Movies,1248.84,Online,Dubai
614,2026-07-25,Food,Restaurant,2827.34,Bank Transfer,Dubai
1068,2026-07-25,Food,Restaurant,1495.33,Card,Rawalpindi
311,2026-07-26,Bills,Internet,6076.34,Bank Transfer,Islamabad
78,2026-07-27,Health,Fitness,3831.4,Online,Dubai
1053,2026-07-27,Transport,Parking,689.77,Card,Karachi
1223,2026-07-27,Education,Stationery,1413.46,Online,Rawalpindi
892,2026-07-28,Transport,Fuel,5695.63,Bank Transfer,Islamabad
915,2026-07-28,Health,Pharmacy,4198.39,Card,Lahore
169,2026-07-29,Health,Doctor,5466.91,Online,Islamabad
197,2026-07-29,Food,Fast Food,452.59,Bank Transfer,Islamabad
425,2026-07-30,Travel,Travel Transport,4426.52,Online,Rawalpindi
615,2026-07-30,Entertainment,Events,12353.14,Bank Transfer,Karachi
1196,2026-07-30,Entertainment,Events,4761.55,Bank Transfer,Islamabad
1359,2026-07-30,Entertainment,Games,9608.06,Online,Rawalpindi
1449,2026-07-30,Bills,Electricity,6386.21,Card,Dubai
543,2026-07-31,Transport,Public Transport,583.77,Bank Transfer,Rawalpindi
